"CCAA","FECHA","CASOS","PCR.","TestAc.","Hospitalizados","UCI","Fallecidos"
"ML","12/5/2020",NA,119,13,44,3,2
"MC","12/5/2020",NA,1525,873,666,112,142
"NC","12/5/2020",NA,5094,2658,2042,135,494
"PV","12/5/2020",NA,13260,4881,6955,575,1442
"RI","12/5/2020",NA,4009,1388,1481,91,348
"AN","13/5/2020",NA,12359,3464,6128,751,1336
"AR","13/5/2020",NA,5389,1554,2625,255,836
"AS","13/5/2020",NA,2357,910,1084,121,293
"IB","13/5/2020",NA,1954,106,1127,168,216
"CN","13/5/2020",NA,2275,0,937,178,151
"CB","13/5/2020",NA,2256,483,1030,79,205
"CM","13/5/2020",NA,16470,7861,8980,634,2852
"CL","13/5/2020",NA,18173,6206,8560,548,1925
"CT","13/5/2020",NA,55313,1643,29305,2954,5823
"CE","13/5/2020",NA,116,59,11,4,4
"VC","13/5/2020",NA,10832,3370,5389,717,1349
"EX","13/5/2020",NA,2925,1001,1761,109,492
"GA","13/5/2020",NA,9030,1515,2915,327,603
"MD","13/5/2020",NA,66315,4958,41962,3564,8779
"ML","13/5/2020",NA,119,13,44,3,2
"MC","13/5/2020",NA,1532,905,672,112,142
"NC","13/5/2020",NA,5105,2786,2045,135,498
"PV","13/5/2020",NA,13303,4881,6994,577,1454
"RI","13/5/2020",NA,4014,1391,1484,91,348
"AN","14/5/2020",NA,12401,3667,6146,754,1344
"AR","14/5/2020",NA,5432,1583,2637,255,837
"AS","14/5/2020",NA,2364,936,1087,121,298
"IB","14/5/2020",NA,1963,106,1132,168,216
"CN","14/5/2020",NA,2280,0,938,178,151
"CB","14/5/2020",NA,2263,498,1031,79,206
"CM","14/5/2020",NA,16513,8014,9001,635,2870
"CL","14/5/2020",NA,18272,6226,8595,548,1930
"CT","14/5/2020",NA,55562,1643,29339,2955,5882
"CE","14/5/2020",NA,116,59,11,4,4
"VC","14/5/2020",NA,10859,3579,5415,721,1358
"EX","14/5/2020",NA,2933,1001,1772,109,494
"GA","14/5/2020",NA,9036,1569,2921,332,603
"MD","14/5/2020",NA,66523,5093,42057,3574,8809
"ML","14/5/2020",NA,119,13,44,3,2
"MC","14/5/2020",NA,1534,943,675,112,143
"NC","14/5/2020",NA,5116,2966,2045,136,500
"PV","14/5/2020",NA,13332,4881,7009,578,1454
"RI","14/5/2020",NA,4016,1393,1488,91,348
"AN","15/5/2020",NA,12420,3843,6161,758,1355
"AR","15/5/2020",NA,5456,1669,2648,255,838
"AS","15/5/2020",NA,2366,961,1087,121,299
"IB","15/5/2020",NA,1980,105,1132,168,216
"CN","15/5/2020",NA,2284,0,939,178,151
"CB","15/5/2020",NA,2265,505,1032,79,206
"CM","15/5/2020",NA,16587,8189,9027,636,2883
"CL","15/5/2020",NA,18369,6226,8649,549,1940
"CT","15/5/2020",NA,55685,1643,29339,2956,5915
"CE","15/5/2020",NA,116,59,11,4,4
"VC","15/5/2020",NA,10885,3686,5435,722,1365
"EX","15/5/2020",NA,2944,1001,1772,109,497
"GA","15/5/2020",NA,9041,1893,2923,332,604
"MD","15/5/2020",NA,66639,5293,42157,3577,8826
"ML","15/5/2020",NA,119,13,44,3,2
"MC","15/5/2020",NA,1542,1004,676,112,144
"NC","15/5/2020",NA,5137,3098,2045,136,501
"PV","15/5/2020",NA,13348,5216,7011,578,1455
"RI","15/5/2020",NA,4020,1393,1490,91,348
"AN","16/5/2020",NA,12450,3982,6174,760,1358
"AR","16/5/2020",NA,5478,1699,2655,255,838
"AS","16/5/2020",NA,2366,978,1087,121,299
"IB","16/5/2020",NA,1989,105,1134,168,218
"CN","16/5/2020",NA,2289,0,939,178,151
"CB","16/5/2020",NA,2268,505,1033,79,207
"CM","16/5/2020",NA,16618,8290,9054,637,2893
"CL","16/5/2020",NA,18470,6226,8690,550,1946
"CT","16/5/2020",NA,55824,1643,29400,2957,5944
"CE","16/5/2020",NA,116,59,11,4,4
"VC","16/5/2020",NA,10914,3787,5454,723,1366
"EX","16/5/2020",NA,2947,1001,1775,110,500
"GA","16/5/2020",NA,9051,1909,2926,332,606
"MD","16/5/2020",NA,66663,5293,42227,3584,8847
"ML","16/5/2020",NA,121,13,44,3,2
"MC","16/5/2020",NA,1551,1015,676,112,144
"NC","16/5/2020",NA,5148,3145,2045,136,503
"PV","16/5/2020",NA,13364,5326,7015,578,1459
"RI","16/5/2020",NA,4024,1393,1496,91,349
"AN","17/5/2020",NA,12458,3999,6178,760,1358
"AR","17/5/2020",NA,5503,1698,2659,255,838
"AS","17/5/2020",NA,2370,985,1088,121,301
"IB","17/5/2020",NA,1991,105,1134,168,218
"CN","17/5/2020",NA,2294,0,942,178,153
"CB","17/5/2020",NA,2271,503,1035,79,207
"CM","17/5/2020",NA,16648,8366,9066,637,2898
"CL","17/5/2020",NA,18512,6234,8717,551,1953
"CT","17/5/2020",NA,55921,1643,29421,2957,5956
"CE","17/5/2020",NA,116,59,11,4,4
"VC","17/5/2020",NA,10926,3810,5469,725,1370
"EX","17/5/2020",NA,2948,1001,1775,110,500
"GA","17/5/2020",NA,9056,1926,2934,332,607
"MD","17/5/2020",NA,66702,5293,42283,3594,8863
"ML","17/5/2020",NA,121,13,44,3,2
"MC","17/5/2020",NA,1556,1039,678,112,145
"NC","17/5/2020",NA,5178,3157,2045,136,503
"PV","17/5/2020",NA,13371,5358,7016,578,1466
"RI","17/5/2020",NA,4024,1393,1496,91,351
"AN","18/5/2020",NA,12489,3999,6182,760,1367
"AR","18/5/2020",NA,5520,1751,2667,255,843
"AS","18/5/2020",NA,2373,985,1088,121,303
"IB","18/5/2020",NA,2003,106,1137,168,219
"CN","18/5/2020",NA,2294,0,942,178,155
"CB","18/5/2020",NA,2273,509,1035,79,208
"CM","18/5/2020",NA,16677,8397,9082,638,2900
"CL","18/5/2020",NA,18549,6285,8729,551,1960
"CT","18/5/2020",NA,55825,1643,29459,2960,5981
"CE","18/5/2020",NA,117,59,11,4,4
"VC","18/5/2020",NA,10927,3810,5738,727,1376
"EX","18/5/2020",NA,3038,1001,1779,110,504
"GA","18/5/2020",NA,9058,1966,2935,332,607
"MD","18/5/2020",NA,66828,5293,42350,3600,8894
"ML","18/5/2020",NA,121,13,44,3,2
"MC","18/5/2020",NA,1558,1039,679,112,145
"NC","18/5/2020",NA,5183,3157,2045,136,503
"PV","18/5/2020",NA,13386,5358,7021,578,1470
"RI","18/5/2020",NA,4027,1395,1498,91,352
"AN","19/5/2020",NA,12502,3999,6196,764,1371
"AR","19/5/2020",NA,5551,1751,2434,255,847
"AS","19/5/2020",NA,2374,985,1089,121,304
"IB","19/5/2020",NA,2016,106,1142,168,221
"CN","19/5/2020",NA,2300,0,943,179,155
"CB","19/5/2020",NA,2277,510,1036,79,209
"CM","19/5/2020",NA,16739,8546,9122,639,2913
"CL","19/5/2020",NA,18586,6290,8734,555,1960
"CT","19/5/2020",NA,55888,1643,29497,2969,6021
"CE","19/5/2020",NA,119,59,11,4,4
"VC","19/5/2020",NA,10949,3810,5742,727,1378
"EX","19/5/2020",NA,3040,1001,1780,110,504
"GA","19/5/2020",NA,9067,2014,2939,334,607
"MD","19/5/2020",NA,66967,5293,42422,3610,8912
"ML","19/5/2020",NA,121,13,44,3,2
"MC","19/5/2020",NA,1560,1039,679,112,148
"NC","19/5/2020",NA,5192,3157,2048,136,503
"PV","19/5/2020",NA,13412,5358,7024,578,1480
"RI","19/5/2020",NA,4033,1395,1499,91,353
"AN","20/5/2020",NA,12547,3999,6210,766,1375
"AR","20/5/2020",NA,5588,1751,2442,256,848
"AS","20/5/2020",NA,2374,985,1089,121,307
"IB","20/5/2020",NA,2024,107,1144,169,221
"CN","20/5/2020",NA,2307,0,944,179,155
"CB","20/5/2020",NA,2279,519,1036,79,209
"CM","20/5/2020",NA,16789,8634,9138,639,2919
"CL","20/5/2020",NA,18627,6291,8735,561,1960
"CT","20/5/2020",NA,55888,1643,29497,2969,6021
"CE","20/5/2020",NA,119,59,11,4,4
"VC","20/5/2020",NA,10987,3810,5747,730,1383
"EX","20/5/2020",NA,3042,1001,1780,110,505
"GA","20/5/2020",NA,9077,2026,2943,334,608
"MD","20/5/2020",NA,67049,5293,42497,3617,8931
"ML","20/5/2020",NA,121,13,44,3,2
"MC","20/5/2020",NA,1570,1039,680,112,149
"NC","20/5/2020",NA,5195,3157,2048,136,506
"PV","20/5/2020",NA,13421,5358,7032,578,1483
"RI","20/5/2020",NA,4033,1395,1504,91,354
"NOTA 1: Los datos publicados reflejan el número de casos, confirmados por PCR, hospitalizados, admitidos en UCI y fallecidos acumulados cada día. La diferencia entre dos días consecutivos no necesariamente corresponde al número de episodios que se han producido en un día determinado, debido a que pueden haberse asignado con posterioridad a fechas anteriores. Esta serie está en revisión diaria por las CCAA y el Ministerio de Sanidad. Cualquier inferencia que se haga sobre las diferencias de un día a otro son únicamente la responsabilidad del usuario.","",NA,NA,NA,NA,NA,NA
"NOTA 2: Los datos de estas comunidades son datos de prevalencia (personas ingresadas a fecha de hoy). No reflejan el total de personas que han sido hospitalizadas o ingresadas en UCI  a lo largo del periodo de notificación(CL(UCIs*)-GA(UCIS**)-CM***-MD****)","",NA,NA,NA,NA,NA,NA
"* Desde el día 17/04/2020 las cifras de UCIs de CL son casos acumulados. Previamente se refieren a personas ingresadas ese día.","",NA,NA,NA,NA,NA,NA
"** Desde el día 28/04/2020 las cifras  UCIs de GA  son casos acumulados. Previamente se refieren a personas ingresadas ese día. Se actualizará la serie cuando esté disponible.","",NA,NA,NA,NA,NA,NA
"*** Desde el día 11/04/2020 las cifras de hospitalizados de CM son casos acumulados. Previamente se refieren a personas ingresadas ese día.","",NA,NA,NA,NA,NA,NA
"*** Desde el día 12/04/2020 las cifras de UCIs de CM son casos acumulados. Previamente se refieren a personas ingresadas ese día.","",NA,NA,NA,NA,NA,NA
"**** Desde el día 26/04/2020 las cifras de Hospitalizados y UCIs de MD son casos acumulados. Previamente se refieren a personas ingresadas ese día. Se actualizará la serie cuando esté disponible.","",NA,NA,NA,NA,NA,NA
"NOTA 3: Se excluyen de la serie las notificaciones de personas  con anticuerpos positivos sin síntomas en el momento de realización de la prueba en los que no se puede establecer un momento de contagio ni si han padecido o no la enfermedad.","",NA,NA,NA,NA,NA,NA
"NOTA 4: En los datos de PCR+ de Cataluña se incluyen casos pendientes de distribuir en la serie histórica. Aragón está actualizando sus series históricas de hospitalizados"," UCI y fallecidos.",NA,NA,NA,NA,NA,NA
